"GEOID","NAME","Total_Population","White_Alone","Black_Alone","Asian_Alone","Hispanic_Latino","Percent_White","Percent_Black","Percent_Asian","Percent_Hispanic","Median_Household_Income","Median_Income_Owner_Occupied","Median_Income_Renter_Occupied","Low_Income_Under_35K","Middle_Income_35K_100K","High_Income_100K_Plus","Percent_Low_Income_Under_35K","Percent_High_Income_100K_Plus","Below_Poverty_Level","Percent_Below_Poverty","Percent_Households_Below_Poverty","Children_Below_Poverty","Percent_Children_Below_Poverty","Total_Households","Family_Households","Nonfamily_Living_Alone","Percent_Family_Households","Percent_Single_Person_Households","Households_With_Children_Under_18","Percent_Households_With_Children","Total_Own_Children_Under_18","Children_In_Married_Couple_Families","Children_In_Single_Mother_Families","Percent_Children_Married_Couple","Percent_Children_Single_Parent","Large_Owner_Households_4_Plus","Large_Renter_Households_4_Plus","Percent_Large_Owner_Households","Percent_Large_Renter_Households","Total_Housing_Units","Occupied_Units","Vacant_Units","Percent_Occupied","Percent_Vacant","Owner_Occupied","Renter_Occupied","Percent_Owner_Occupied","Percent_Renter_Occupied","Median_Home_Value","Median_Gross_Rent","Single_Family_Detached","Single_Family_Attached","Mobile_Home","Multi_Family_All_Units","Multi_Family_5_Plus_Units","Multi_Family_10_Plus_Units","Multi_Family_20_Plus_Units","Percent_Single_Family","Percent_Multi_Family_All","Percent_Multi_Family_5_Plus","Percent_Multi_Family_10_Plus","Percent_Multi_Family_20_Plus","Percent_Built_2000_Plus","Percent_Built_Pre_1980","One_Bedroom","Two_Bedrooms","Three_Bedrooms","Four_Bedrooms","Two_Plus_Bedroom_Units","Three_Plus_Bedroom_Units","Percent_Two_Plus_Bedrooms","Percent_Three_Plus_Bedrooms","High_Rent_Burden_30_Plus_Units","High_Rent_Burden_50_Plus_Units","Percent_High_Rent_Burden_30_Plus","Percent_High_Rent_Burden_50_Plus","S2503_Median_Household_Income","S2503_Median_Housing_Costs","S2503_Median_Owner_Costs","S2503_Median_Renter_Costs","Total_Cost_Burden_30_Plus","Percent_Cost_Burden_30_Plus","High_Housing_Costs_1500_Plus","Low_Housing_Costs_Under_800"
"22033004515","Census Tract 45.15; East Baton Rouge Parish; Louisiana",4095,2870,634,66,396,70.0854700854701,15.4822954822955,1.61172161172161,9.67032967032967,112083,112083,NA,128,647,990,7.25212464589235,56.0906515580737,99,2.42290748898678,2.4929178470255,0,0,1765,1109,563,62.8328611898017,31.8980169971671,377,21.3597733711048,720,677,0,94.0277777777778,5.97222222222222,1145,660,64.8725212464589,0,1790,1765,25,98.6033519553073,1.39664804469274,1765,0,100,0,297800,NA,1628,46,34,82,82,0,0,93.5195530726257,4.58100558659218,4.58100558659218,0,0,59.1620111731844,3.46368715083799,0,186,852,639,1733,1547,96.8156424581006,86.4245810055866,0,0,0,0,112083,1590,1590,1590,304,17.2237960339943,961,459
"22033004516","Census Tract 45.16; East Baton Rouge Parish; Louisiana",4574,3796,481,173,171,82.9908176650634,10.5159597726279,3.78224748578924,3.73852208132925,99063,161250,67889,190,1031,1215,7.79967159277504,49.8768472906404,221,4.83165719282903,2.42200328407225,48,6.4343163538874,2436,953,1379,39.1215106732348,56.6091954022989,485,19.9096880131363,721,594,119,82.3855755894591,17.6144244105409,865,1759,43.0348258706468,412.910798122066,2436,2436,0,100,0,2010,426,82.512315270936,17.487684729064,239900,1498,1964,92,33,347,318,197,49,84.4006568144499,14.2446633825944,13.0541871921182,8.08702791461412,2.01149425287356,37.2742200328407,10.1395730706076,145,326,1507,413,2291,1965,94.0476190476191,80.6650246305419,186,63,43.6619718309859,14.7887323943662,99063,1091,NA,NA,419,17.200328407225,814,1038
"22033004602","Census Tract 46.02; East Baton Rouge Parish; Louisiana",6966,2849,3860,92,15,40.8986505885731,55.4120011484353,1.32070054550675,0.215331610680448,71471,86453,62748,514,1321,899,18.8002926115582,32.882223847842,812,11.8470965859352,11.6678858814923,413,22.1923696937131,2734,1805,914,66.020482809071,33.4308705193855,1088,39.7951719092904,1828,1244,435,68.0525164113786,31.9474835886214,1499,1831,77.0298047276465,232.360406091371,2970,2734,236,92.0538720538721,7.94612794612795,1946,788,71.1777615215801,28.8222384784199,237100,1210,2141,0,468,361,259,259,259,72.0875420875421,12.1548821548822,8.72053872053872,8.72053872053872,8.72053872053872,39.3602693602694,30.3030303030303,238,674,1081,895,2717,2043,91.4814814814815,68.7878787878788,333,148,42.258883248731,18.7817258883249,71471,1330,1431,1431,754,27.5786393562546,1024,663
"22033004603","Census Tract 46.03; East Baton Rouge Parish; Louisiana",6259,2492,2824,241,384,39.8146668796932,45.1190285988177,3.8504553443042,6.13516536187889,78813,115625,47813,499,813,1051,21.1172238679645,44.4773592890394,519,8.48732624693377,12.3571730850614,99,6.35022450288647,2363,1712,628,72.4502750740584,26.5763859500635,892,37.748624629708,1482,1063,383,71.7273954116059,28.2726045883941,1467,1246,84.6508944027698,197.777777777778,2726,2363,363,86.6837857666911,13.3162142333089,1733,630,73.338975878121,26.661024121879,351800,1601,1895,21,338,472,472,375,244,70.2861335289802,17.3147468818782,17.3147468818782,13.7564196625092,8.95084372707263,69.002201027146,8.32721936903889,145,481,824,1014,2568,2087,94.2039618488628,76.5590608950844,358,313,56.8253968253968,49.6825396825397,78813,1768,1879,1879,680,28.7769784172662,1274,475
"22033004605","Census Tract 46.05; East Baton Rouge Parish; Louisiana",7319,5082,1813,35,208,69.4357152616478,24.7711435988523,0.478207405383249,2.84191829484902,117819,123264,NA,424,752,1332,16.9059011164274,53.11004784689,127,1.73520972810493,4.78468899521531,0,0,2508,1926,450,76.7942583732057,17.9425837320574,1096,43.7001594896332,1945,1621,17,83.3419023136247,16.6580976863753,1845,992,80.1128962223187,483.90243902439,2594,2508,86,96.6846569005397,3.31534309946029,2303,205,91.8261562998405,8.17384370015949,257000,1397,2057,85,435,17,0,0,0,82.5751734772552,0.655358519660756,0,0,0,44.2945258288358,20.6245181187355,0,109,1766,629,2547,2438,98.1881264456438,93.9861218195837,145,145,70.7317073170732,70.7317073170732,117819,1554,1583,1583,518,20.6539074960128,1361,702
"22033004606","Census Tract 46.06; East Baton Rouge Parish; Louisiana",6340,3099,3117,104,0,48.8801261829653,49.1640378548896,1.6403785488959,0,91430,91984,NA,259,1022,871,12.0353159851301,40.4739776951673,461,7.27129337539432,5.06505576208178,352,18.6737400530504,2152,1847,286,85.8271375464684,13.2899628252788,1114,51.7657992565056,1851,1086,461,58.6709886547812,41.3290113452188,2013,659,101.564076690212,387.647058823529,2211,2152,59,97.3315241971958,2.66847580280416,1982,170,92.1003717472119,7.8996282527881,266400,2041,2133,50,0,28,0,0,0,98.733604703754,1.26639529624604,0,0,0,58.9326096788783,17.5938489371325,0,110,1050,961,2211,2101,100,95.0248756218905,142,142,83.5294117647059,83.5294117647059,91430,1929,1917,1917,845,39.2657992565056,1612,223
"22033004700","Census Tract 47; East Baton Rouge Parish; Louisiana",5733,4583,1027,0,90,79.9406942264085,17.9138321995465,0,1.56985871271586,57099,59679,NA,517,1233,679,21.2844792095513,27.9538904899135,414,7.22135007849294,8.23384108686702,180,19.271948608137,2429,1501,914,61.794977356937,37.6286537669823,521,21.4491560312886,845,523,303,61.8934911242604,38.1065088757396,1503,1189,67.0084707980383,639.247311827957,2710,2429,281,89.6309963099631,10.3690036900369,2243,186,92.3425277892137,7.65747221078633,263100,NA,2050,0,647,0,0,0,0,75.6457564575646,0,0,0,0,41.8819188191882,31.5129151291513,0,417,1768,393,2697,2280,99.520295202952,84.1328413284133,54,0,29.0322580645161,0,57099,892,938,938,723,29.7653355290243,836,1024
"22033004800","Census Tract 48; East Baton Rouge Parish; Louisiana",5149,2992,1629,135,430,58.1083705573898,31.6372111089532,2.6218683239464,8.35113614294038,58971,118194,57978,773,891,587,34.3402932030209,26.0772989782319,2121,41.7273263820578,26.3882718791648,390,44.7247706422018,2251,800,618,35.5397601066193,27.4544646823634,414,18.3918258551755,872,415,457,47.5917431192661,52.408256880734,410,2287,72.9537366548043,135.405565423327,2783,2251,532,80.8839381961912,19.1160618038088,562,1689,24.9666814749,75.0333185251,374000,1268,814,103,0,1866,1395,1245,698,32.9500538986705,67.0499461013295,50.1257635644987,44.7358965145526,25.0808480057492,17.7146963708229,42.6518145885735,422,924,773,405,2212,1288,79.4825727632052,46.2809917355372,764,601,45.2338661930136,35.5831853167555,58971,1285,1442,1442,843,37.4500222123501,651,502
"22033004900","Census Tract 49; East Baton Rouge Parish; Louisiana",4655,3721,243,168,22,79.9355531686359,5.22019334049409,3.60902255639098,0.472610096670247,110793,142156,67589,144,580,897,8.88340530536706,55.3362122146823,231,4.96240601503759,8.0814312152992,53,4.01211203633611,1621,1035,493,63.8494756323257,30.4133251079581,471,29.0561381863047,1265,1208,53,95.4940711462451,4.50592885375494,944,823,71.6780561883068,270.723684210526,1935,1621,314,83.7726098191214,16.2273901808786,1317,304,81.2461443553362,18.7538556446638,394600,1214,1629,0,12,294,242,241,0,84.1860465116279,15.1937984496124,12.5064599483204,12.4547803617571,0,10.9043927648579,53.5917312661499,202,52,754,684,1733,1681,89.5607235142119,86.8733850129199,140,28,46.0526315789474,9.21052631578947,110793,1237,1280,1280,366,22.5786551511413,774,380
"22033005000","Census Tract 50; East Baton Rouge Parish; Louisiana",3816,3061,128,276,415,80.2148846960168,3.35429769392034,7.23270440251572,10.8752620545073,118464,123387,NA,111,582,908,6.93316677076827,56.7145534041224,233,6.10587002096436,3.06058713304185,18,2.75229357798165,1601,1256,337,78.4509681449094,21.0493441599001,333,20.7995003123048,648,572,76,88.2716049382716,11.7283950617284,1370,684,90.6084656084656,768.539325842697,1626,1601,25,98.4624846248462,1.53751537515375,1512,89,94.4409743910056,5.55902560899438,290600,1494,1626,0,0,0,0,0,0,100,0,0,0,0,6.21156211562116,73.8007380073801,0,20,877,612,1620,1600,99.6309963099631,98.4009840098401,46,20,51.685393258427,22.4719101123595,118464,892,844,844,122,7.62023735165522,519,727
"22033005100","Census Tract 51; East Baton Rouge Parish; Louisiana",2832,1040,1505,198,54,36.7231638418079,53.1426553672316,6.99152542372881,1.90677966101695,46512,31364,48199,899,612,476,45.2440865626573,23.9557121288374,744,26.3362831858407,20.9864116758933,235,69.7329376854599,1987,312,1556,15.7020634121792,78.3090085556115,118,5.93860090588827,331,44,141,13.2930513595166,86.7069486404834,95,2148,42.0353982300885,121.976149914821,2297,1987,310,86.5041358293426,13.4958641706574,226,1761,11.3739305485657,88.6260694514343,NA,1065,862,10,0,1425,1292,1266,1100,37.9625598606879,62.0374401393122,56.247279059643,55.1153678711363,47.8885502829778,17.7187636047018,77.9277318241184,845,716,350,7,1073,357,46.7131040487592,15.5420113191119,766,193,43.4980124929018,10.9596819988643,46512,1035,687,687,824,41.4695520885757,440,783
"22033005200","Census Tract 52; East Baton Rouge Parish; Louisiana",2148,628,1437,0,67,29.2364990689013,66.8994413407821,0,3.11918063314711,50197,80656,34145,376,352,247,38.5641025641026,25.3333333333333,532,24.7672253258845,25.2307692307692,166,37.7272727272727,975,421,498,43.1794871794872,51.0769230769231,226,23.1794871794872,418,136,271,32.5358851674641,67.4641148325359,135,1192,44.7019867549669,177.117384843982,1353,975,378,72.0620842572062,27.9379157427938,302,673,30.974358974359,69.025641025641,267600,985,840,29,0,484,228,223,157,64.2276422764228,35.7723577235772,16.8514412416851,16.4818920916482,11.6038433111604,21.7294900221729,73.9837398373984,348,405,470,89,973,568,71.9142645971914,41.9807834441981,348,211,51.7087667161961,31.3521545319465,50197,1059,1167,1167,444,45.5384615384615,225,274
"22033005300","Census Tract 53; East Baton Rouge Parish; Louisiana",3517,389,2782,9,56,11.0605629798123,79.1015069661644,0.255899914700028,1.59226613591129,29153,69167,21390,766,536,151,52.7185134205093,10.3922918100482,1132,32.4727481353987,38.4033035099794,138,24,1453,853,568,58.7061252580867,39.0915347556779,446,30.6951135581555,281,0,170,0,100,314,1808,90.7514450867052,163.324299909666,1849,1453,396,78.5830178474851,21.4169821525149,346,1107,23.81280110117,76.18719889883,188600,910,825,228,9,787,558,518,417,56.9497025419145,42.5635478637101,30.178474851271,28.0151433207139,22.5527312060573,15.6841535965387,72.9583558680368,343,660,507,51,1218,558,65.8734451054624,30.178474851271,581,408,52.4841915085818,36.8563685636856,29153,879,531,531,637,43.8403303509979,143,631
"22033980000","Census Tract 9800; East Baton Rouge Parish; Louisiana",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0
